"location","sim_type","period","date","variable","var_type","value"
"Indiana","linear_increase_sd","Past",2020-05-31,"daily_all_infections","lower_95",1064
"Indiana","linear_increase_sd","Past",2020-05-31,"daily_cases","lower_95",251
"Indiana","linear_increase_sd","Past",2020-05-31,"daily_deaths","lower_95",18
"Indiana","linear_increase_sd","Past",2020-05-31,"daily_hosps","lower_95",34
"Indiana","linear_increase_sd","Past",2020-06-01,"daily_all_infections","lower_95",1015
"Indiana","linear_increase_sd","Past",2020-06-01,"daily_cases","lower_95",343
"Indiana","linear_increase_sd","Past",2020-06-01,"daily_deaths","lower_95",12
"Indiana","linear_increase_sd","Past",2020-06-01,"daily_hosps","lower_95",33
"Indiana","linear_increase_sd","Past",2020-06-02,"daily_all_infections","lower_95",1231
"Indiana","linear_increase_sd","Past",2020-06-02,"daily_cases","lower_95",314
"Indiana","linear_increase_sd","Past",2020-06-02,"daily_deaths","lower_95",16
"Indiana","linear_increase_sd","Past",2020-06-02,"daily_hosps","lower_95",34
"Indiana","linear_increase_sd","Past",2020-06-03,"daily_all_infections","lower_95",759
"Indiana","linear_increase_sd","Past",2020-06-03,"daily_cases","lower_95",295
"Indiana","linear_increase_sd","Past",2020-06-03,"daily_deaths","lower_95",14
"Indiana","linear_increase_sd","Past",2020-06-03,"daily_hosps","lower_95",33
"Indiana","linear_increase_sd","Past",2020-06-04,"daily_all_infections","lower_95",1017
"Indiana","linear_increase_sd","Past",2020-06-04,"daily_cases","lower_95",382
"Indiana","linear_increase_sd","Past",2020-06-04,"daily_deaths","lower_95",16
"Indiana","linear_increase_sd","Past",2020-06-04,"daily_hosps","lower_95",34
"Indiana","linear_increase_sd","Past",2020-06-05,"daily_all_infections","lower_95",1040
"Indiana","linear_increase_sd","Past",2020-06-05,"daily_cases","lower_95",313
"Indiana","linear_increase_sd","Past",2020-06-05,"daily_deaths","lower_95",16
"Indiana","linear_increase_sd","Past",2020-06-05,"daily_hosps","lower_95",35
"Indiana","linear_increase_sd","Past",2020-06-06,"daily_all_infections","lower_95",1245
"Indiana","linear_increase_sd","Past",2020-06-06,"daily_cases","lower_95",395
"Indiana","linear_increase_sd","Past",2020-06-06,"daily_deaths","lower_95",12
"Indiana","linear_increase_sd","Past",2020-06-06,"daily_hosps","lower_95",35
"Indiana","linear_increase_sd","Past",2020-06-07,"daily_all_infections","lower_95",812
